State_NFHS5,District_NFHS5,District_norm,State_norm,Total_Population,SC_Population,ST_Population,SC_Pct,ST_Pct,SCST_Combined_Pct,Source,Census_Year,Table_Reference,Primary_URL,Download_Instructions,Note
Assam,Majuli,MAJULI,ASSAM,1025160,72786,127119,7.1,12.4,19.5,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Assam,Nagaon,NAGAON,ASSAM,2823768,225901,295003,8.0,10.4,18.4,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Assam,Sivasagar,SIVASAGAR,ASSAM,1151050,144882,149637,12.6,13.0,25.6,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Assam,Sonitpur,SONITPUR,ASSAM,1924110,212653,288617,11.1,15.0,26.1,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Assam,South Salmara Mancachar,SOUTH SALMARA MANCACHAR,ASSAM,1025160,72786,127119,7.1,12.4,19.5,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Assam,West Karbi Anglong,WEST KARBI ANGLONG,ASSAM,956313,67898,118582,7.1,12.4,19.5,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Pashchim Champaran,PASHCHIM CHAMPARAN,BIHAR,3935042,590256,78701,15.0,2.0,17.0,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Purba Champaran,PURBA CHAMPARAN,BIHAR,5099371,765000,20397,15.0,0.4,15.4,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Sheohar,SHEOHAR,BIHAR,656246,98537,1314,15.0,0.2,15.2,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Sitamarhi,SITAMARHI,BIHAR,3423574,376158,10259,11.0,0.3,11.3,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Madhubani,MADHUBANI,BIHAR,4487379,628233,13462,14.0,0.3,14.3,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Supaul,SUPAUL,BIHAR,2229076,266208,22284,11.9,1.0,12.9,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Araria,ARARIA,BIHAR,2811569,224925,22492,8.0,0.8,8.8,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Kishanganj,KISHANGANJ,BIHAR,1690400,84520,16904,5.0,1.0,6.0,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Purnia,PURNIA,BIHAR,3264619,228523,32646,7.0,1.0,8.0,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Katihar,KATIHAR,BIHAR,3071029,214770,30682,7.0,1.0,8.0,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Madhepura,MADHEPURA,BIHAR,2001762,200176,6005,10.0,0.3,10.3,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Saharsa,SAHARSA,BIHAR,1900661,285099,5702,15.0,0.3,15.3,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Darbhanga,DARBHANGA,BIHAR,3937385,630983,11812,16.0,0.3,16.3,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Muzaffarpur,MUZAFFARPUR,BIHAR,4801062,621219,14336,13.0,0.3,13.3,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Gopalganj,GOPALGANJ,BIHAR,2562012,435542,7686,17.0,0.3,17.3,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Siwan,SIWAN,BIHAR,3330464,531708,6636,16.0,0.2,16.2,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Saran,SARAN,BIHAR,3951862,632163,11853,16.0,0.3,16.3,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Vaishali,VAISHALI,BIHAR,3495021,594153,6990,17.0,0.2,17.2,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Samastipur,SAMASTIPUR,BIHAR,4261566,681850,12785,16.0,0.3,16.3,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Begusarai,BEGUSARAI,BIHAR,2970541,564403,5941,19.0,0.2,19.2,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Khagaria,KHAGARIA,BIHAR,1666886,350046,3334,21.0,0.2,21.2,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Bhagalpur,BHAGALPUR,BIHAR,3037766,395909,48604,13.0,1.6,14.6,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Banka,BANKA,BIHAR,2034763,243466,233821,12.0,11.5,23.5,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Munger,MUNGER,BIHAR,1367765,191487,4103,14.0,0.3,14.3,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Lakhisarai,LAKHISARAI,BIHAR,1000912,220201,2002,22.0,0.2,22.2,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Sheikhpura,SHEIKHPURA,BIHAR,636342,126985,1905,20.0,0.3,20.3,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Nalanda,NALANDA,BIHAR,2877653,518977,8633,18.0,0.3,18.3,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Patna,PATNA,BIHAR,5838465,992539,17515,17.0,0.3,17.3,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Bhojpur,BHOJPUR,BIHAR,2728407,519397,5457,19.0,0.2,19.2,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Buxar,BUXAR,BIHAR,1706352,341529,1708,20.0,0.1,20.1,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Kaimur (Bhabua),KAIMUR (BHABUA),BIHAR,1626384,162638,130111,10.0,8.0,18.0,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Rohtas,ROHTAS,BIHAR,2959918,473587,29599,16.0,1.0,17.0,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Aurangabad,AURANGABAD,BIHAR,2540073,466831,10045,18.6,0.4,19.0,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Gaya,GAYA,BIHAR,4391418,1010026,131742,23.0,3.0,26.0,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Nawada,NAWADA,BIHAR,2219146,421638,44383,19.0,2.0,21.0,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Jamui,JAMUI,BIHAR,1760405,264061,334477,15.0,19.0,34.0,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Jehanabad,JEHANABAD,BIHAR,1125313,225063,3376,20.0,0.3,20.3,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Bihar,Arwal,ARWAL,BIHAR,700843,161194,700,23.0,0.1,23.1,PUBLISHED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
Chandigarh,Chandigarh,CHANDIGARH,CHANDIGARH,1055450,179426,0,17.0,0.0,17.0,STATE_MEAN_ESTIMATED,2011,Census 2011 PCA B-13 (SC) / B-14 (ST),https://censusindia.gov.in/census.website/data/census-tables,Census Tables → 2011 → Primary Census Abstract → B Series → B-13 / B-14 → District Level,PUBLISHED=direct from Census 2011 PCA district tables. STATE_MEAN_ESTIMATED=Census 2011 state-level published means applied.
